1.0	0.0	0.41464944532705095	0.0	0.0	1.0	0.15288287129423078	0.8614792587868688	0.0	0.0	0.34630956834895504	0.43698497210234	
0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.41464944532705095	0.0	1.0	0.0	0.0	0.41464944532705095	0.08541817100045877	0.4813226100312135	0.0	0.0	0.1934888433079971	0.24415068055486575	
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35513197965522564	0.4481173851538365	
0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
1.0	0.0	0.41464944532705095	0.0	0.0	1.0	0.15288287129423078	0.8614792587868688	0.0	0.0	0.34630956834895504	0.43698497210234	
0.15288287129423078	0.0	0.08541817100045877	0.0	0.0	0.15288287129423078	1.0	0.17746552773600113	0.0	0.0	0.07134009284636632	0.09001931026876808	
0.8614792587868688	0.0	0.4813226100312135	0.0	0.0	0.8614792587868688	0.17746552773600113	1.0	0.0	0.0	0.40199408728264285	0.5072495566726706	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	
0.34630956834895504	0.0	0.1934888433079971	0.35513197965522564	0.0	0.34630956834895504	0.07134009284636632	0.40199408728264285	0.0	0.0	1.0	0.514722604898551	
0.43698497210234	0.0	0.24415068055486575	0.4481173851538365	0.0	0.43698497210234	0.09001931026876808	0.5072495566726706	0.0	0.0	0.514722604898551	1.0	
